pr_id,issue_id,pr_title,issue_title,similarity,label
6811,7006,merge pull request 1 from psf/main,modulenotfounderror,0.03571428571428571,0
6811,6751,merge pull request 1 from psf/main,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.02857142857142857,0
6811,6647,merge pull request 1 from psf/main,wrong ca certificates used in requests.session.send,0.016666666666666666,0
6811,6775,merge pull request 1 from psf/main,with setuptools 72.0.0 requests can no longer be installed from git,0.01639344262295082,0
6811,6804,merge pull request 1 from psf/main,xml gets shortened when submitting a post request,0.015873015873015872,0
6811,7001,merge pull request 1 from psf/main,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.015625,0
6811,7045,merge pull request 1 from psf/main,about connection release when maintaining sessions,0.014925373134328358,0
6811,7079,merge pull request 1 from psf/main,feature request: add built-in logger hooks for all http requests and responses,0.014705882352941176,0
7038,6807,docs: improve sentence style in readme.md,what is the point of this line?,0.13333333333333333,1
7038,7039,docs: improve sentence style in readme.md,type hint needed,0.13333333333333333,1
7038,6751,docs: improve sentence style in readme.md,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.11428571428571428,1
7038,7028,docs: improve sentence style in readme.md,tor request,0.1,0
7038,7018,docs: improve sentence style in readme.md,remove unused argument from urllib3 request context,0.0851063829787234,0
7038,7027,docs: improve sentence style in readme.md,@ziavai777,0.06666666666666667,0
7038,6542,docs: improve sentence style in readme.md,cookies with are not sent for via unencrypted,0.06097560975609756,0
7038,7079,docs: improve sentence style in readme.md,feature request: add built-in logger hooks for all http requests and responses,0.058823529411764705,0
7038,6809,docs: improve sentence style in readme.md,retry hangs indefinitely for 503 status code,0.05813953488372093,0
7038,6954,docs: improve sentence style in readme.md,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.05555555555555555,0
7042,7031,bump github/codeql-action from 3.30.0 to 4.30.8,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.17270194986072424,1
7042,6833,bump github/codeql-action from 3.30.0 to 4.30.8,lack of respect for questions and support requests,0.13479623824451412,1
7042,7045,bump github/codeql-action from 3.30.0 to 4.30.8,about connection release when maintaining sessions,0.109717868338558,1
7042,6730,bump github/codeql-action from 3.30.0 to 4.30.8,certificate loading regression with httpadapters in 2.32.3,0.09717868338557993,0
7042,6815,bump github/codeql-action from 3.30.0 to 4.30.8,handle permissionerror when importing adapter.py,0.09404388714733543,0
7042,6794,bump github/codeql-action from 3.30.0 to 4.30.8,requests changes the url on get,0.09404388714733543,0
7042,6542,bump github/codeql-action from 3.30.0 to 4.30.8,cookies with are not sent for via unencrypted,0.09404388714733543,0
7042,2766,bump github/codeql-action from 3.30.0 to 4.30.8,document threading contract for session class,0.0877742946708464,0
7042,6809,bump github/codeql-action from 3.30.0 to 4.30.8,retry hangs indefinitely for 503 status code,0.08463949843260188,0
7042,7047,bump github/codeql-action from 3.30.0 to 4.30.8,add response status code to httperror exception,0.08150470219435736,0
7030,7045,feat: add new classification for single leaf key,about connection release when maintaining sessions,0.18439716312056736,1
7030,2766,feat: add new classification for single leaf key,document threading contract for session class,0.1702127659574468,1
7030,7047,feat: add new classification for single leaf key,add response status code to httperror exception,0.1702127659574468,1
7030,6833,feat: add new classification for single leaf key,lack of respect for questions and support requests,0.15625,0
7030,7048,feat: add new classification for single leaf key,"cloudflare blocks my api bot, but not when i use",0.15602836879432624,0
7030,6730,feat: add new classification for single leaf key,certificate loading regression with httpadapters in 2.32.3,0.15602836879432624,0
7030,6794,feat: add new classification for single leaf key,requests changes the url on get,0.1347517730496454,0
7030,7031,feat: add new classification for single leaf key,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.12813370473537605,0
7030,6815,feat: add new classification for single leaf key,handle permissionerror when importing adapter.py,0.1276595744680851,0
7030,7018,feat: add new classification for single leaf key,remove unused argument from urllib3 request context,0.12056737588652482,0
6655,7018,use tls settings in selecting connection pool,remove unused argument from urllib3 request context,0.19148936170212766,1
6655,6751,use tls settings in selecting connection pool,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.16666666666666666,1
6655,6775,use tls settings in selecting connection pool,with setuptools 72.0.0 requests can no longer be installed from git,0.16393442622950818,1
6655,6699,use tls settings in selecting connection pool,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.16216216216216217,0
6655,6542,use tls settings in selecting connection pool,cookies with are not sent for via unencrypted,0.14634146341463414,0
6655,7055,use tls settings in selecting connection pool,"could not find a suitable tls ca certificate bundle, invalid path: /agents/pytho",0.1388888888888889,0
6655,7028,use tls settings in selecting connection pool,tor request,0.1388888888888889,0
6655,6647,use tls settings in selecting connection pool,wrong ca certificates used in requests.session.send,0.13333333333333333,0
6655,7001,use tls settings in selecting connection pool,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.125,0
6655,6794,use tls settings in selecting connection pool,requests changes the url on get,0.12371134020618557,0
6716,6751,allow for overriding of specific pool key params,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.17142857142857143,1
6716,7018,allow for overriding of specific pool key params,remove unused argument from urllib3 request context,0.1276595744680851,1
6716,6807,allow for overriding of specific pool key params,what is the point of this line?,0.10714285714285714,1
6716,7028,allow for overriding of specific pool key params,tor request,0.10714285714285714,0
6716,7006,allow for overriding of specific pool key params,modulenotfounderror,0.10714285714285714,0
6716,6794,allow for overriding of specific pool key params,requests changes the url on get,0.10309278350515463,0
6716,6542,allow for overriding of specific pool key params,cookies with are not sent for via unencrypted,0.0975609756097561,0
6716,6775,allow for overriding of specific pool key params,with setuptools 72.0.0 requests can no longer be installed from git,0.08196721311475409,0
6716,6809,allow for overriding of specific pool key params,retry hangs indefinitely for 503 status code,0.08139534883720931,0
6716,6699,allow for overriding of specific pool key params,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.08108108108108109,0
6803,6833,bump actions/checkout from 4.1.0 to 4.2.0,lack of respect for questions and support requests,0.13636363636363635,1
6803,7031,bump actions/checkout from 4.1.0 to 4.2.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.12534818941504178,1
6803,7045,bump actions/checkout from 4.1.0 to 4.2.0,about connection release when maintaining sessions,0.10984848484848485,1
6803,6794,bump actions/checkout from 4.1.0 to 4.2.0,requests changes the url on get,0.10227272727272728,0
6803,2766,bump actions/checkout from 4.1.0 to 4.2.0,document threading contract for session class,0.09848484848484848,0
6803,6815,bump actions/checkout from 4.1.0 to 4.2.0,handle permissionerror when importing adapter.py,0.0946969696969697,0
6803,6730,bump actions/checkout from 4.1.0 to 4.2.0,certificate loading regression with httpadapters in 2.32.3,0.0946969696969697,0
6803,6542,bump actions/checkout from 4.1.0 to 4.2.0,cookies with are not sent for via unencrypted,0.09090909090909091,0
6803,7048,bump actions/checkout from 4.1.0 to 4.2.0,"cloudflare blocks my api bot, but not when i use",0.08712121212121213,0
6803,6809,bump actions/checkout from 4.1.0 to 4.2.0,retry hangs indefinitely for 503 status code,0.08712121212121213,0
6767,6775,revert caching a default sslcontext,with setuptools 72.0.0 requests can no longer be installed from git,0.234375,1
6767,6730,revert caching a default sslcontext,certificate loading regression with httpadapters in 2.32.3,0.15625,1
6767,7001,revert caching a default sslcontext,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.15625,1
6767,6794,revert caching a default sslcontext,requests changes the url on get,0.14432989690721648,0
6767,7048,revert caching a default sslcontext,"cloudflare blocks my api bot, but not when i use",0.14285714285714285,0
6767,6751,revert caching a default sslcontext,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.140625,0
6767,7018,revert caching a default sslcontext,remove unused argument from urllib3 request context,0.140625,0
6767,6954,revert caching a default sslcontext,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.1388888888888889,0
6767,6542,revert caching a default sslcontext,cookies with are not sent for via unencrypted,0.13414634146341464,0
6767,6815,revert caching a default sslcontext,handle permissionerror when importing adapter.py,0.13043478260869565,0
6787,7031,bump github/codeql-action from 3.25.0 to 3.26.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.19346049046321526,1
6787,6833,bump github/codeql-action from 3.25.0 to 3.26.0,lack of respect for questions and support requests,0.1226158038147139,1
6787,7045,bump github/codeql-action from 3.25.0 to 3.26.0,about connection release when maintaining sessions,0.11989100817438691,1
6787,6730,bump github/codeql-action from 3.25.0 to 3.26.0,certificate loading regression with httpadapters in 2.32.3,0.10354223433242507,0
6787,6542,bump github/codeql-action from 3.25.0 to 3.26.0,cookies with are not sent for via unencrypted,0.08991825613079019,0
6787,6794,bump github/codeql-action from 3.25.0 to 3.26.0,requests changes the url on get,0.08719346049046321,0
6787,6815,bump github/codeql-action from 3.25.0 to 3.26.0,handle permissionerror when importing adapter.py,0.08446866485013624,0
6787,6823,bump github/codeql-action from 3.25.0 to 3.26.0,chunked put using a generator function...,0.08174386920980926,0
6787,7047,bump github/codeql-action from 3.25.0 to 3.26.0,add response status code to httperror exception,0.08174386920980926,0
6787,6809,bump github/codeql-action from 3.25.0 to 3.26.0,retry hangs indefinitely for 503 status code,0.07901907356948229,0
6797,6833,bump actions/setup-python from 5.1.0 to 5.2.0,lack of respect for questions and support requests,0.14622641509433962,1
6797,7031,bump actions/setup-python from 5.1.0 to 5.2.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.12256267409470752,1
6797,7045,bump actions/setup-python from 5.1.0 to 5.2.0,about connection release when maintaining sessions,0.1179245283018868,1
6797,6730,bump actions/setup-python from 5.1.0 to 5.2.0,certificate loading regression with httpadapters in 2.32.3,0.11320754716981132,0
6797,2766,bump actions/setup-python from 5.1.0 to 5.2.0,document threading contract for session class,0.10849056603773585,0
6797,6815,bump actions/setup-python from 5.1.0 to 5.2.0,handle permissionerror when importing adapter.py,0.10377358490566038,0
6797,6794,bump actions/setup-python from 5.1.0 to 5.2.0,requests changes the url on get,0.10377358490566038,0
6797,6542,bump actions/setup-python from 5.1.0 to 5.2.0,cookies with are not sent for via unencrypted,0.09905660377358491,0
6797,6823,bump actions/setup-python from 5.1.0 to 5.2.0,chunked put using a generator function...,0.09433962264150944,0
6797,7047,bump actions/setup-python from 5.1.0 to 5.2.0,add response status code to httperror exception,0.09433962264150944,0
7010,6833,bump actions/checkout from 4.2.0 to 5.0.0,lack of respect for questions and support requests,0.12403100775193798,1
7010,7031,bump actions/checkout from 4.2.0 to 5.0.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.11420612813370473,1
7010,7045,bump actions/checkout from 4.2.0 to 5.0.0,about connection release when maintaining sessions,0.10465116279069768,1
7010,2766,bump actions/checkout from 4.2.0 to 5.0.0,document threading contract for session class,0.10077519379844961,0
7010,6794,bump actions/checkout from 4.2.0 to 5.0.0,requests changes the url on get,0.09689922480620156,0
7010,7048,bump actions/checkout from 4.2.0 to 5.0.0,"cloudflare blocks my api bot, but not when i use",0.09302325581395349,0
7010,6730,bump actions/checkout from 4.2.0 to 5.0.0,certificate loading regression with httpadapters in 2.32.3,0.09302325581395349,0
7010,6815,bump actions/checkout from 4.2.0 to 5.0.0,handle permissionerror when importing adapter.py,0.08527131782945736,0
7010,6823,bump actions/checkout from 4.2.0 to 5.0.0,chunked put using a generator function...,0.08139534883720931,0
7010,7047,bump actions/checkout from 4.2.0 to 5.0.0,add response status code to httperror exception,0.08139534883720931,0
7037,6751,update readme.md,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.17142857142857143,1
7037,7018,update readme.md,remove unused argument from urllib3 request context,0.0851063829787234,0
7037,7048,update readme.md,"cloudflare blocks my api bot, but not when i use",0.08333333333333333,0
7037,6807,update readme.md,what is the point of this line?,0.08333333333333333,0
7037,7028,update readme.md,tor request,0.08333333333333333,0
7037,6800,update readme.md,attributeerror: 'request' object has no attribute 'authorize',0.08333333333333333,0
7037,6699,update readme.md,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.08108108108108109,0
7037,7001,update readme.md,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.078125,0
7037,7045,update readme.md,about connection release when maintaining sessions,0.07462686567164178,0
7037,6542,update readme.md,cookies with are not sent for via unencrypted,0.07317073170731707,0
6720,7048,start testing on 3.13 beta,"cloudflare blocks my api bot, but not when i use",0.19047619047619047,1
6720,7018,start testing on 3.13 beta,remove unused argument from urllib3 request context,0.1506849315068493,1
6720,2766,start testing on 3.13 beta,document threading contract for session class,0.14678899082568808,1
6720,6794,start testing on 3.13 beta,requests changes the url on get,0.14432989690721648,0
6720,6699,start testing on 3.13 beta,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.136986301369863,0
6720,6954,start testing on 3.13 beta,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.136986301369863,0
6720,6833,start testing on 3.13 beta,lack of respect for questions and support requests,0.13125,0
6720,6815,start testing on 3.13 beta,handle permissionerror when importing adapter.py,0.13043478260869565,0
6720,6775,start testing on 3.13 beta,with setuptools 72.0.0 requests can no longer be installed from git,0.1232876712328767,0
6720,6542,start testing on 3.13 beta,cookies with are not sent for via unencrypted,0.12195121951219512,0
6802,7028,start testing on 3.13rc,tor request,0.05,0
6802,6699,start testing on 3.13rc,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.02702702702702703,0
6802,7022,start testing on 3.13rc,create db.py,0.023255813953488372,0
6802,7018,start testing on 3.13rc,remove unused argument from urllib3 request context,0.02127659574468085,0
6802,6800,start testing on 3.13rc,attributeerror: 'request' object has no attribute 'authorize',0.020833333333333332,0
6802,6775,start testing on 3.13rc,with setuptools 72.0.0 requests can no longer be installed from git,0.01639344262295082,0
6802,6804,start testing on 3.13rc,xml gets shortened when submitting a post request,0.015873015873015872,0
6802,6542,start testing on 3.13rc,cookies with are not sent for via unencrypted,0.012195121951219513,0
6802,7048,start testing on 3.13rc,"cloudflare blocks my api bot, but not when i use",0.011904761904761904,0
6802,6809,start testing on 3.13rc,retry hangs indefinitely for 503 status code,0.011627906976744186,0
6801,6699,teach users to use with-statements for multipart-encoded files,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.13513513513513514,1
6801,7028,teach users to use with-statements for multipart-encoded files,tor request,0.125,1
6801,6804,teach users to use with-statements for multipart-encoded files,xml gets shortened when submitting a post request,0.09523809523809523,0
6801,7048,teach users to use with-statements for multipart-encoded files,"cloudflare blocks my api bot, but not when i use",0.09523809523809523,0
6801,6751,teach users to use with-statements for multipart-encoded files,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.08571428571428572,0
6801,7018,teach users to use with-statements for multipart-encoded files,remove unused argument from urllib3 request context,0.0851063829787234,0
6801,7039,teach users to use with-statements for multipart-encoded files,type hint needed,0.08333333333333333,0
6801,6775,teach users to use with-statements for multipart-encoded files,with setuptools 72.0.0 requests can no longer be installed from git,0.08196721311475409,0
6801,6730,teach users to use with-statements for multipart-encoded files,certificate loading regression with httpadapters in 2.32.3,0.07291666666666667,0
6801,7006,teach users to use with-statements for multipart-encoded files,modulenotfounderror,0.07142857142857142,0
6991,7079,fix: correct digest auth uri handling for semicolons in path 6990,feature request: add built-in logger hooks for all http requests and responses,0.04411764705882353,0
6991,6809,fix: correct digest auth uri handling for semicolons in path 6990,retry hangs indefinitely for 503 status code,0.03488372093023256,0
6991,6647,fix: correct digest auth uri handling for semicolons in path 6990,wrong ca certificates used in requests.session.send,0.03333333333333333,0
6991,6730,fix: correct digest auth uri handling for semicolons in path 6990,certificate loading regression with httpadapters in 2.32.3,0.03125,0
6991,7001,fix: correct digest auth uri handling for semicolons in path 6990,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.03125,0
6991,7047,fix: correct digest auth uri handling for semicolons in path 6990,add response status code to httperror exception,0.02857142857142857,0
6991,7029,fix: correct digest auth uri handling for semicolons in path 6990,"one request fails, but others don't; it also succeeds in terminal",0.026785714285714284,0
6991,6542,fix: correct digest auth uri handling for semicolons in path 6990,cookies with are not sent for via unencrypted,0.024390243902439025,0
6991,7045,fix: correct digest auth uri handling for semicolons in path 6990,about connection release when maintaining sessions,0.022388059701492536,0
6991,7039,fix: correct digest auth uri handling for semicolons in path 6990,type hint needed,0.02127659574468085,0
7023,6751,clarify response comparison in quickstart documentation fixes 6949,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.19047619047619047,1
7023,6647,clarify response comparison in quickstart documentation fixes 6949,wrong ca certificates used in requests.session.send,0.18333333333333332,1
7023,6775,clarify response comparison in quickstart documentation fixes 6949,with setuptools 72.0.0 requests can no longer be installed from git,0.14754098360655737,1
7023,7079,clarify response comparison in quickstart documentation fixes 6949,feature request: add built-in logger hooks for all http requests and responses,0.1323529411764706,0
7023,6730,clarify response comparison in quickstart documentation fixes 6949,certificate loading regression with httpadapters in 2.32.3,0.125,0
7023,6794,clarify response comparison in quickstart documentation fixes 6949,requests changes the url on get,0.12371134020618557,0
7023,6542,clarify response comparison in quickstart documentation fixes 6949,cookies with are not sent for via unencrypted,0.12195121951219512,0
7023,6823,clarify response comparison in quickstart documentation fixes 6949,chunked put using a generator function...,0.11363636363636363,0
7023,7018,clarify response comparison in quickstart documentation fixes 6949,remove unused argument from urllib3 request context,0.10638297872340426,0
7023,6800,clarify response comparison in quickstart documentation fixes 6949,attributeerror: 'request' object has no attribute 'authorize',0.10416666666666667,0
7026,6833,bump actions/setup-python from 5.6.0 to 6.0.0,lack of respect for questions and support requests,0.13777777777777778,1
7026,7045,bump actions/setup-python from 5.6.0 to 6.0.0,about connection release when maintaining sessions,0.12,1
7026,7031,bump actions/setup-python from 5.6.0 to 6.0.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.11977715877437325,1
7026,2766,bump actions/setup-python from 5.6.0 to 6.0.0,document threading contract for session class,0.10666666666666667,0
7026,6794,bump actions/setup-python from 5.6.0 to 6.0.0,requests changes the url on get,0.10666666666666667,0
7026,7047,bump actions/setup-python from 5.6.0 to 6.0.0,add response status code to httperror exception,0.10222222222222223,0
7026,6730,bump actions/setup-python from 5.6.0 to 6.0.0,certificate loading regression with httpadapters in 2.32.3,0.09333333333333334,0
7026,6809,bump actions/setup-python from 5.6.0 to 6.0.0,retry hangs indefinitely for 503 status code,0.08888888888888889,0
7026,6823,bump actions/setup-python from 5.6.0 to 6.0.0,chunked put using a generator function...,0.08444444444444445,0
7026,6815,bump actions/setup-python from 5.6.0 to 6.0.0,handle permissionerror when importing adapter.py,0.08444444444444445,0
7025,7031,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.17827298050139276,1
7025,6833,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,lack of respect for questions and support requests,0.12320916905444126,1
7025,7045,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,about connection release when maintaining sessions,0.10888252148997135,1
7025,6730,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,certificate loading regression with httpadapters in 2.32.3,0.10028653295128939,0
7025,6794,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,requests changes the url on get,0.09742120343839542,0
7025,7047,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,add response status code to httperror exception,0.08882521489971347,0
7025,2766,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,document threading contract for session class,0.08595988538681948,0
7025,6542,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,cookies with are not sent for via unencrypted,0.08595988538681948,0
7025,7048,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,"cloudflare blocks my api bot, but not when i use",0.0830945558739255,0
7025,6823,bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,chunked put using a generator function...,0.08022922636103152,0
7019,7031,bump github/codeql-action from 3.29.0 to 3.30.0,"ai bug analysis: readtimeout exception httpsconnectionpool host='domain.com', po",0.1309192200557103,1
7019,6833,bump github/codeql-action from 3.29.0 to 3.30.0,lack of respect for questions and support requests,0.12903225806451613,1
7019,7045,bump github/codeql-action from 3.29.0 to 3.30.0,about connection release when maintaining sessions,0.10483870967741936,1
7019,6794,bump github/codeql-action from 3.29.0 to 3.30.0,requests changes the url on get,0.10483870967741936,0
7019,6730,bump github/codeql-action from 3.29.0 to 3.30.0,certificate loading regression with httpadapters in 2.32.3,0.10080645161290322,0
7019,7047,bump github/codeql-action from 3.29.0 to 3.30.0,add response status code to httperror exception,0.0967741935483871,0
7019,6815,bump github/codeql-action from 3.29.0 to 3.30.0,handle permissionerror when importing adapter.py,0.09274193548387097,0
7019,6809,bump github/codeql-action from 3.29.0 to 3.30.0,retry hangs indefinitely for 503 status code,0.09274193548387097,0
7019,7048,bump github/codeql-action from 3.29.0 to 3.30.0,"cloudflare blocks my api bot, but not when i use",0.08870967741935484,0
7019,6542,bump github/codeql-action from 3.29.0 to 3.30.0,cookies with are not sent for via unencrypted,0.08870967741935484,0
6796,6699,bugfix fix incorrectly overwriting content-type header when passing json body,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.225,1
6796,6751,bugfix fix incorrectly overwriting content-type header when passing json body,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.2,1
6796,6794,bugfix fix incorrectly overwriting content-type header when passing json body,requests changes the url on get,0.14432989690721648,1
6796,7024,bugfix fix incorrectly overwriting content-type header when passing json body,about request.session,0.1320754716981132,0
6796,6775,bugfix fix incorrectly overwriting content-type header when passing json body,with setuptools 72.0.0 requests can no longer be installed from git,0.13114754098360656,0
6796,7048,bugfix fix incorrectly overwriting content-type header when passing json body,"cloudflare blocks my api bot, but not when i use",0.13095238095238096,0
6796,7018,bugfix fix incorrectly overwriting content-type header when passing json body,remove unused argument from urllib3 request context,0.1276595744680851,0
6796,7045,bugfix fix incorrectly overwriting content-type header when passing json body,about connection release when maintaining sessions,0.11940298507462686,0
6796,6730,bugfix fix incorrectly overwriting content-type header when passing json body,certificate loading regression with httpadapters in 2.32.3,0.11458333333333333,0
6796,6954,bugfix fix incorrectly overwriting content-type header when passing json body,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.1111111111111111,0
7017,7018,update conf.py footer line to reflect correct roman numeral notation date,remove unused argument from urllib3 request context,0.16363636363636364,1
7017,7001,update conf.py footer line to reflect correct roman numeral notation date,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.15625,1
7017,6794,update conf.py footer line to reflect correct roman numeral notation date,requests changes the url on get,0.15463917525773196,1
7017,6775,update conf.py footer line to reflect correct roman numeral notation date,with setuptools 72.0.0 requests can no longer be installed from git,0.14754098360655737,0
7017,6699,update conf.py footer line to reflect correct roman numeral notation date,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.14545454545454545,0
7017,6542,update conf.py footer line to reflect correct roman numeral notation date,cookies with are not sent for via unencrypted,0.13414634146341464,0
7017,7048,update conf.py footer line to reflect correct roman numeral notation date,"cloudflare blocks my api bot, but not when i use",0.13095238095238096,0
7017,6751,update conf.py footer line to reflect correct roman numeral notation date,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.12727272727272726,0
7017,7006,update conf.py footer line to reflect correct roman numeral notation date,modulenotfounderror,0.12727272727272726,0
7017,6804,update conf.py footer line to reflect correct roman numeral notation date,xml gets shortened when submitting a post request,0.12698412698412698,0
4933,6751,fallback for decoding malformed location headers,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.11428571428571428,1
4933,6699,fallback for decoding malformed location headers,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.08108108108108109,0
4933,7079,fallback for decoding malformed location headers,feature request: add built-in logger hooks for all http requests and responses,0.07352941176470588,0
4933,6647,fallback for decoding malformed location headers,wrong ca certificates used in requests.session.send,0.06666666666666667,0
4933,7018,fallback for decoding malformed location headers,remove unused argument from urllib3 request context,0.06382978723404255,0
4933,7029,fallback for decoding malformed location headers,"one request fails, but others don't; it also succeeds in terminal",0.0625,0
4933,7024,fallback for decoding malformed location headers,about request.session,0.05660377358490566,0
4933,6807,fallback for decoding malformed location headers,what is the point of this line?,0.05555555555555555,0
4933,7039,fallback for decoding malformed location headers,type hint needed,0.05555555555555555,0
4933,2766,fallback for decoding malformed location headers,document threading contract for session class,0.05504587155963303,0
7015,6751,use emailmessage for response headers,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.14285714285714285,1
7015,6699,use emailmessage for response headers,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.13513513513513514,1
7015,7039,use emailmessage for response headers,type hint needed,0.12,1
7015,7028,use emailmessage for response headers,tor request,0.12,0
7015,7006,use emailmessage for response headers,modulenotfounderror,0.10714285714285714,0
7015,7018,use emailmessage for response headers,remove unused argument from urllib3 request context,0.10638297872340426,0
7015,7079,use emailmessage for response headers,feature request: add built-in logger hooks for all http requests and responses,0.08823529411764706,0
7015,6542,use emailmessage for response headers,cookies with are not sent for via unencrypted,0.08536585365853659,0
7015,7048,use emailmessage for response headers,"cloudflare blocks my api bot, but not when i use",0.08333333333333333,0
7015,6647,use emailmessage for response headers,wrong ca certificates used in requests.session.send,0.08333333333333333,0
7011,6804,v2.32.5,xml gets shortened when submitting a post request,0.15873015873015872,1
7011,7001,v2.32.5,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.15625,1
7011,6751,v2.32.5,requests 2.31.0 - unhashable type 'list' for 'cert' parameter,0.15254237288135594,1
7011,6800,v2.32.5,attributeerror: 'request' object has no attribute 'authorize',0.15254237288135594,0
7011,7024,v2.32.5,about request.session,0.15254237288135594,0
7011,6775,v2.32.5,with setuptools 72.0.0 requests can no longer be installed from git,0.14754098360655737,0
7011,6794,v2.32.5,requests changes the url on get,0.14432989690721648,0
7011,6809,v2.32.5,retry hangs indefinitely for 503 status code,0.13953488372093023,0
7011,6954,v2.32.5,class headerdict rest requests.packages.urllib3. collections.httpheaderdict : at,0.1388888888888889,0
7011,6699,v2.32.5,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.13559322033898305,0
7009,7048,add test for requestscookiejar zero and empty string value handling,"cloudflare blocks my api bot, but not when i use",0.19047619047619047,1
7009,7018,add test for requestscookiejar zero and empty string value handling,remove unused argument from urllib3 request context,0.18518518518518517,1
7009,6730,add test for requestscookiejar zero and empty string value handling,certificate loading regression with httpadapters in 2.32.3,0.16666666666666666,1
7009,6542,add test for requestscookiejar zero and empty string value handling,cookies with are not sent for via unencrypted,0.15853658536585366,0
7009,6800,add test for requestscookiejar zero and empty string value handling,attributeerror: 'request' object has no attribute 'authorize',0.14814814814814814,0
7009,6699,add test for requestscookiejar zero and empty string value handling,attributeerror: 'nonetype' object has no attribute 'setdefault' on environment p,0.14814814814814814,0
7009,6804,add test for requestscookiejar zero and empty string value handling,xml gets shortened when submitting a post request,0.14285714285714285,0
7009,7001,add test for requestscookiejar zero and empty string value handling,dynamic import causing filenotfounderror in shrinkwrapped applications after dep,0.140625,0
7009,7079,add test for requestscookiejar zero and empty string value handling,feature request: add built-in logger hooks for all http requests and responses,0.1323529411764706,0
7009,6775,add test for requestscookiejar zero and empty string value handling,with setuptools 72.0.0 requests can no longer be installed from git,0.13114754098360656,0
6786,7079,add some nonstandard http status code,feature request: add built-in logger hooks for all http requests and responses,0.04411764705882353,0
6786,6809,add some nonstandard http status code,retry hangs indefinitely for 503 status code,0.03488372093023256,0
6786,7022,add some nonstandard http status code,create db.py,0.023255813953488372,0
6786,7045,add some nonstandard http status code,about connection release when maintaining sessions,0.022388059701492536,0
6786,6815,add some nonstandard http status code,handle permissionerror when importing adapter.py,0.021739130434782608,0
6786,7047,add some nonstandard http status code,add response status code to httperror exception,0.02142857142857143,0
6786,6730,add some nonstandard http status code,certificate loading regression with httpadapters in 2.32.3,0.020833333333333332,0
